id,slug,title,ministry,state,category,is_central,benefit_summary,rules_count,docs_count,application_url,description,last_verified_at
1640,meghalaya-fisheries-pond-biofloc-support,Meghalaya Fisheries Pond & Biofloc Support,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Fisheries Pond & Biofloc Support,3,3,https://serviceonline.gov.in/meghalaya,"Capital grant for biofloc fish farming, fingerling supply, and aerators. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1641,meghalaya-soil-health-organic-farming-mission,Meghalaya Soil Health & Organic Farming Mission,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Soil Health & Organic Farming Mission,3,3,https://serviceonline.gov.in/meghalaya,Free soil nutrient testing kit and bio-compost financial top-up grant. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1642,meghalaya-farm-mechanization-rotavator-subsidy,Meghalaya Farm Mechanization & Rotavator Subsidy,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Farm Mechanization & Rotavator Subsidy,3,3,https://serviceonline.gov.in/meghalaya,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1643,meghalaya-post-matric-merit-scholarship,Meghalaya Post-Matric Merit Scholarship,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Post-Matric Merit Scholarship,3,4,https://serviceonline.gov.in/meghalaya,Tuition fee waiver and maintenance stipend for higher collegiate education. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1644,meghalaya-free-digital-tablet-laptop-distribution,Meghalaya Free Digital Tablet & Laptop Distribution,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Free Digital Tablet & Laptop Distribution,3,4,https://serviceonline.gov.in/meghalaya,High-speed digital learning devices distributed to meritorious board students. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1645,meghalaya-competitive-exam-coaching-assistance,Meghalaya Competitive Exam Coaching Assistance,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Competitive Exam Coaching Assistance,3,4,https://serviceonline.gov.in/meghalaya,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1646,meghalaya-girl-child-higher-education-incentive,Meghalaya Girl Child Higher Education Incentive,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Girl Child Higher Education Incentive,3,4,https://serviceonline.gov.in/meghalaya,Direct milestone grant upon enrolling in undergraduate degree programs. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1647,meghalaya-technical-polytechnic-skill-stipend,Meghalaya Technical & Polytechnic Skill Stipend,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Technical & Polytechnic Skill Stipend,3,4,https://serviceonline.gov.in/meghalaya,Monthly allowance for students pursuing diploma and industrial training. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1648,meghalaya-overseas-education-scholarship-for-ews,Meghalaya Overseas Education Scholarship for EWS,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Overseas Education Scholarship for EWS,3,4,https://serviceonline.gov.in/meghalaya,Educational loan interest subsidy for foreign universities. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1649,meghalaya-special-education-aid-for-divyang-students,Meghalaya Special Education Aid for Divyang Students,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Special Education Aid for Divyang Students,3,4,https://serviceonline.gov.in/meghalaya,"Assistive braille, hearing aids, and transport allowance for disabled students. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1650,meghalaya-matru-kalyan-nutrition-dbt,Meghalaya Matru Kalyan & Nutrition DBT,"Department of Women & Child Development, Meghalaya",Meghalaya,Women & Child,0,Matru Kalyan & Nutrition DBT,2,4,https://serviceonline.gov.in/meghalaya,Conditional cash transfer across pregnancy trimesters and post-natal care. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1651,meghalaya-mahila-swavalamban-livelihood-grant,Meghalaya Mahila Swavalamban Livelihood Grant,"Department of Women & Child Development, Meghalaya",Meghalaya,Women & Child,0,Mahila Swavalamban Livelihood Grant,2,4,https://serviceonline.gov.in/meghalaya,Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1652,meghalaya-kanya-vivah-marriage-assistance,Meghalaya Kanya Vivah & Marriage Assistance,"Department of Women & Child Development, Meghalaya",Meghalaya,Women & Child,0,Kanya Vivah & Marriage Assistance,2,4,https://serviceonline.gov.in/meghalaya,Direct financial grant for marriage of daughters from economically weaker families. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1653,meghalaya-working-women-hostel-transport-subsidy,Meghalaya Working Women Hostel & Transport Subsidy,"Department of Women & Child Development, Meghalaya",Meghalaya,Women & Child,0,Working Women Hostel & Transport Subsidy,2,4,https://serviceonline.gov.in/meghalaya,Subsidized secure safe housing and monthly urban commute pass. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1654,meghalaya-single-mother-destitute-women-pension,Meghalaya Single Mother & Destitute Women Pension,"Department of Women & Child Development, Meghalaya",Meghalaya,Women & Child,0,Single Mother & Destitute Women Pension,2,4,https://serviceonline.gov.in/meghalaya,Monthly social security pension for widowed and abandoned women. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1655,meghalaya-sukanya-samriddhi-high-interest-top-up,Meghalaya Sukanya Samriddhi High-Interest Top-Up,"Department of Women & Child Development, Meghalaya",Meghalaya,Women & Child,0,Sukanya Samriddhi High-Interest Top-Up,2,4,https://serviceonline.gov.in/meghalaya,State government interest subsidy top-up on girl child savings accounts. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1656,meghalaya-universal-cashless-health-insurance,Meghalaya Universal Cashless Health Insurance,"Department of Health & Family Welfare, Meghalaya",Meghalaya,Healthcare,0,Universal Cashless Health Insurance,2,3,https://serviceonline.gov.in/meghalaya,Annual cashless hospitalization and surgical treatment cover in network hospitals. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1657,meghalaya-critical-illness-relief-fund-cancer-kidney,Meghalaya Critical Illness Relief Fund (Cancer & Kidney),"Department of Health & Family Welfare, Meghalaya",Meghalaya,Healthcare,0,Critical Illness Relief Fund (Cancer & Kidney),2,3,https://serviceonline.gov.in/meghalaya,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1658,meghalaya-free-diagnostic-tests-medicine-scheme,Meghalaya Free Diagnostic Tests & Medicine Scheme,"Department of Health & Family Welfare, Meghalaya",Meghalaya,Healthcare,0,Free Diagnostic Tests & Medicine Scheme,2,3,https://serviceonline.gov.in/meghalaya,100% free prescription drugs and pathology tests at government clinics. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1659,meghalaya-senior-citizen-specialized-geriatric-care,Meghalaya Senior Citizen Specialized Geriatric Care,"Department of Health & Family Welfare, Meghalaya",Meghalaya,Healthcare,0,Senior Citizen Specialized Geriatric Care,2,3,https://serviceonline.gov.in/meghalaya,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1660,meghalaya-emergency-accidental-trauma-insurance,Meghalaya Emergency Accidental Trauma Insurance,"Department of Health & Family Welfare, Meghalaya",Meghalaya,Healthcare,0,Emergency Accidental Trauma Insurance,2,3,https://serviceonline.gov.in/meghalaya,Immediate cashless golden-hour emergency trauma care coverage. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1661,meghalaya-old-age-social-security-pension,Meghalaya Old Age Social Security Pension,"Department of Social Justice & Empowerment, Meghalaya",Meghalaya,Social Welfare,0,Old Age Social Security Pension,2,4,https://serviceonline.gov.in/meghalaya,Monthly direct benefit transfer pension for elderly citizens aged 60 and above. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1662,meghalaya-divyangjan-disability-monthly-pension,Meghalaya Divyangjan Disability Monthly Pension,"Department of Social Justice & Empowerment, Meghalaya",Meghalaya,Social Welfare,0,Divyangjan Disability Monthly Pension,2,4,https://serviceonline.gov.in/meghalaya,Monthly financial support and motorized tricycle allowance for disabled persons. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1663,meghalaya-antyodaya-subsidized-food-security,Meghalaya Antyodaya Subsidized Food Security,"Department of Social Justice & Empowerment, Meghalaya",Meghalaya,Social Welfare,0,Antyodaya Subsidized Food Security,2,4,https://serviceonline.gov.in/meghalaya,Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1664,meghalaya-sanitation-workers-rehabilitation-grant,Meghalaya Sanitation Workers Rehabilitation Grant,"Department of Social Justice & Empowerment, Meghalaya",Meghalaya,Social Welfare,0,Sanitation Workers Rehabilitation Grant,3,4,https://serviceonline.gov.in/meghalaya,Capital subsidy and skill retraining for sanitary workers and sewer workers. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1665,meghalaya-tribal-livelihood-forest-produce-grant,Meghalaya Tribal Livelihood & Forest Produce Grant,"Department of Social Justice & Empowerment, Meghalaya",Meghalaya,Social Welfare,0,Tribal Livelihood & Forest Produce Grant,3,4,https://serviceonline.gov.in/meghalaya,Direct procurement support and value addition subsidy for minor forest produce. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1666,meghalaya-youth-apprenticeship-monthly-stipend,Meghalaya Youth Apprenticeship Monthly Stipend,"Department of Skill Development & Employment, Meghalaya",Meghalaya,Employment & Skills,0,Youth Apprenticeship Monthly Stipend,3,3,https://serviceonline.gov.in/meghalaya,Direct government stipend top-up for technical industrial apprenticeships. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1667,meghalaya-artisan-craftsman-modern-tool-kit-grant,Meghalaya Artisan & Craftsman Modern Tool Kit Grant,"Department of Skill Development & Employment, Meghalaya",Meghalaya,Employment & Skills,0,Artisan & Craftsman Modern Tool Kit Grant,3,3,https://serviceonline.gov.in/meghalaya,Free motorized toolkits and collateral-free micro credit for traditional artisans. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1668,meghalaya-rural-youth-driving-heavy-machinery-training,Meghalaya Rural Youth Driving & Heavy Machinery Training,"Department of Skill Development & Employment, Meghalaya",Meghalaya,Employment & Skills,0,Rural Youth Driving & Heavy Machinery Training,3,3,https://serviceonline.gov.in/meghalaya,100% sponsored commercial vehicle and excavator driver training. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1669,meghalaya-it-emerging-tech-bootcamp-voucher,Meghalaya IT & Emerging Tech Bootcamp Voucher,"Department of Skill Development & Employment, Meghalaya",Meghalaya,Employment & Skills,0,IT & Emerging Tech Bootcamp Voucher,3,3,https://serviceonline.gov.in/meghalaya,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1670,meghalaya-self-employment-micro-credit-guarantee,Meghalaya Self-Employment Micro-Credit Guarantee,"Department of Skill Development & Employment, Meghalaya",Meghalaya,Employment & Skills,0,Self-Employment Micro-Credit Guarantee,3,3,https://serviceonline.gov.in/meghalaya,Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1671,meghalaya-pucca-house-construction-subsidy,Meghalaya Pucca House Construction Subsidy,"Department of Housing & Urban Development, Meghalaya",Meghalaya,Housing,0,Pucca House Construction Subsidy,2,4,https://serviceonline.gov.in/meghalaya,Direct installment financial grant for building disaster-resilient pucca home. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1672,meghalaya-rooftop-solar-green-energy-assistance,Meghalaya Rooftop Solar & Green Energy Assistance,"Department of Housing & Urban Development, Meghalaya",Meghalaya,Housing,0,Rooftop Solar & Green Energy Assistance,2,4,https://serviceonline.gov.in/meghalaya,Capital subsidy for grid-connected rooftop solar installation for homeowners. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1673,meghalaya-slum-rehabilitation-ews-flat-allocation,Meghalaya Slum Rehabilitation & EWS Flat Allocation,"Department of Housing & Urban Development, Meghalaya",Meghalaya,Housing,0,Slum Rehabilitation & EWS Flat Allocation,2,4,https://serviceonline.gov.in/meghalaya,Subsidized ownership allotment of 1BHK flats with basic civic amenities. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1674,meghalaya-rural-toilet-water-tap-incentive,Meghalaya Rural Toilet & Water Tap Incentive,"Department of Housing & Urban Development, Meghalaya",Meghalaya,Housing,0,Rural Toilet & Water Tap Incentive,2,4,https://serviceonline.gov.in/meghalaya,Financial assistance for individual household latrines and clean piped tap. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1675,meghalaya-micro-enterprise-collateral-free-loan,Meghalaya Micro Enterprise Collateral-Free Loan,"Department of MSME & Industries, Meghalaya",Meghalaya,Business & Finance,0,Micro Enterprise Collateral-Free Loan,3,4,https://serviceonline.gov.in/meghalaya,Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1676,meghalaya-women-entrepreneur-startup-grant,Meghalaya Women Entrepreneur Startup Grant,"Department of MSME & Industries, Meghalaya",Meghalaya,Business & Finance,0,Women Entrepreneur Startup Grant,3,4,https://serviceonline.gov.in/meghalaya,Seed funding capital grant for innovative women-founded MSME ventures. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1677,meghalaya-export-promotion-quality-certification-subsidy,Meghalaya Export Promotion & Quality Certification Subsidy,"Department of MSME & Industries, Meghalaya",Meghalaya,Business & Finance,0,Export Promotion & Quality Certification Subsidy,3,4,https://serviceonline.gov.in/meghalaya,"Reimbursement for ISO, ZED, and international trade mark registration costs. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1678,meghalaya-credit-linked-capital-subsidy-for-tech-upgradation,Meghalaya Credit Linked Capital Subsidy for Tech Upgradation,"Department of MSME & Industries, Meghalaya",Meghalaya,Business & Finance,0,Credit Linked Capital Subsidy for Tech Upgradation,3,4,https://serviceonline.gov.in/meghalaya,15% upfront capital subsidy for machinery modernization in manufacturing. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1679,meghalaya-e-vehicle-green-mobility-subsidy,Meghalaya E-Vehicle & Green Mobility Subsidy,"Department of Environment, Forests & Climate, Meghalaya",Meghalaya,General,0,E-Vehicle & Green Mobility Subsidy,2,3,https://serviceonline.gov.in/meghalaya,Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1680,meghalaya-rainwater-harvesting-ground-water-recharge-grant,Meghalaya Rainwater Harvesting & Ground Water Recharge Grant,"Department of Environment, Forests & Climate, Meghalaya",Meghalaya,General,0,Rainwater Harvesting & Ground Water Recharge Grant,2,3,https://serviceonline.gov.in/meghalaya,Subsidized rooftop rainwater harvesting system for individual residences. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1681,meghalaya-bio-gas-cattle-dung-renewable-plant-subsidy,Meghalaya Bio-Gas & Cattle Dung Renewable Plant Subsidy,"Department of Environment, Forests & Climate, Meghalaya",Meghalaya,General,0,Bio-Gas & Cattle Dung Renewable Plant Subsidy,3,3,https://serviceonline.gov.in/meghalaya,Financial support for installing domestic Gobar-Dhan biogas units. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1682,meghalaya-phase-2-kisan-samriddhi-crop-assistance,Meghalaya Phase-2 Kisan Samriddhi & Crop Assistance,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Kisan Samriddhi & Crop Assistance,3,3,https://serviceonline.gov.in/meghalaya,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1683,meghalaya-phase-2-solar-krishi-pump-subsidy,Meghalaya Phase-2 Solar Krishi Pump Subsidy,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Solar Krishi Pump Subsidy,3,3,https://serviceonline.gov.in/meghalaya,Up to 90% capital subsidy for installing off-grid solar irrigation pumps. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1684,meghalaya-phase-2-horticulture-drip-irrigation-grant,Meghalaya Phase-2 Horticulture & Drip Irrigation Grant,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Horticulture & Drip Irrigation Grant,3,3,https://serviceonline.gov.in/meghalaya,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1685,meghalaya-phase-2-dairy-cattle-development-incentive,Meghalaya Phase-2 Dairy & Cattle Development Incentive,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Dairy & Cattle Development Incentive,3,3,https://serviceonline.gov.in/meghalaya,Financial assistance for purchasing high-yield milch cows and buffaloes. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1686,meghalaya-phase-2-fodder-cultivation-animal-care-grant,Meghalaya Phase-2 Fodder Cultivation & Animal Care Grant,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Fodder Cultivation & Animal Care Grant,3,3,https://serviceonline.gov.in/meghalaya,"Subsidized silage, quality seeds, and livestock health vaccination support. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1687,meghalaya-phase-2-fisheries-pond-biofloc-support,Meghalaya Phase-2 Fisheries Pond & Biofloc Support,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Fisheries Pond & Biofloc Support,3,3,https://serviceonline.gov.in/meghalaya,"Capital grant for biofloc fish farming, fingerling supply, and aerators. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1688,meghalaya-phase-2-soil-health-organic-farming-mission,Meghalaya Phase-2 Soil Health & Organic Farming Mission,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Soil Health & Organic Farming Mission,3,3,https://serviceonline.gov.in/meghalaya,Free soil nutrient testing kit and bio-compost financial top-up grant. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1689,meghalaya-phase-2-farm-mechanization-rotavator-subsidy,Meghalaya Phase-2 Farm Mechanization & Rotavator Subsidy,"Department of Agriculture & Farmers Welfare, Meghalaya",Meghalaya,Agriculture,0,Farm Mechanization & Rotavator Subsidy,3,3,https://serviceonline.gov.in/meghalaya,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1690,meghalaya-phase-2-post-matric-merit-scholarship,Meghalaya Phase-2 Post-Matric Merit Scholarship,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Post-Matric Merit Scholarship,3,4,https://serviceonline.gov.in/meghalaya,Tuition fee waiver and maintenance stipend for higher collegiate education. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1691,meghalaya-phase-2-free-digital-tablet-laptop-distribution,Meghalaya Phase-2 Free Digital Tablet & Laptop Distribution,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Free Digital Tablet & Laptop Distribution,3,4,https://serviceonline.gov.in/meghalaya,High-speed digital learning devices distributed to meritorious board students. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1692,meghalaya-phase-2-competitive-exam-coaching-assistance,Meghalaya Phase-2 Competitive Exam Coaching Assistance,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Competitive Exam Coaching Assistance,3,4,https://serviceonline.gov.in/meghalaya,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. Implemented by Meghalaya government for citizen welfare.",2026-08-01
1693,meghalaya-phase-2-girl-child-higher-education-incentive,Meghalaya Phase-2 Girl Child Higher Education Incentive,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Girl Child Higher Education Incentive,3,4,https://serviceonline.gov.in/meghalaya,Direct milestone grant upon enrolling in undergraduate degree programs. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1694,meghalaya-phase-2-technical-polytechnic-skill-stipend,Meghalaya Phase-2 Technical & Polytechnic Skill Stipend,"Department of Higher & School Education, Meghalaya",Meghalaya,Education,0,Technical & Polytechnic Skill Stipend,3,4,https://serviceonline.gov.in/meghalaya,Monthly allowance for students pursuing diploma and industrial training. Implemented by Meghalaya government for citizen welfare.,2026-08-01
1695,mizoram-kisan-samriddhi-crop-assistance,Mizoram Kisan Samriddhi & Crop Assistance,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Kisan Samriddhi & Crop Assistance,3,3,https://serviceonline.gov.in/mizoram,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. Implemented by Mizoram government for citizen welfare.",2026-08-01
1696,mizoram-solar-krishi-pump-subsidy,Mizoram Solar Krishi Pump Subsidy,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Solar Krishi Pump Subsidy,3,3,https://serviceonline.gov.in/mizoram,Up to 90% capital subsidy for installing off-grid solar irrigation pumps. Implemented by Mizoram government for citizen welfare.,2026-08-01
1697,mizoram-horticulture-drip-irrigation-grant,Mizoram Horticulture & Drip Irrigation Grant,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Horticulture & Drip Irrigation Grant,3,3,https://serviceonline.gov.in/mizoram,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. Implemented by Mizoram government for citizen welfare.",2026-08-01
1698,mizoram-dairy-cattle-development-incentive,Mizoram Dairy & Cattle Development Incentive,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Dairy & Cattle Development Incentive,3,3,https://serviceonline.gov.in/mizoram,Financial assistance for purchasing high-yield milch cows and buffaloes. Implemented by Mizoram government for citizen welfare.,2026-08-01
1699,mizoram-fodder-cultivation-animal-care-grant,Mizoram Fodder Cultivation & Animal Care Grant,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Fodder Cultivation & Animal Care Grant,3,3,https://serviceonline.gov.in/mizoram,"Subsidized silage, quality seeds, and livestock health vaccination support. Implemented by Mizoram government for citizen welfare.",2026-08-01
1700,mizoram-fisheries-pond-biofloc-support,Mizoram Fisheries Pond & Biofloc Support,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Fisheries Pond & Biofloc Support,3,3,https://serviceonline.gov.in/mizoram,"Capital grant for biofloc fish farming, fingerling supply, and aerators. Implemented by Mizoram government for citizen welfare.",2026-08-01
1701,mizoram-soil-health-organic-farming-mission,Mizoram Soil Health & Organic Farming Mission,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Soil Health & Organic Farming Mission,3,3,https://serviceonline.gov.in/mizoram,Free soil nutrient testing kit and bio-compost financial top-up grant. Implemented by Mizoram government for citizen welfare.,2026-08-01
1702,mizoram-farm-mechanization-rotavator-subsidy,Mizoram Farm Mechanization & Rotavator Subsidy,"Department of Agriculture & Farmers Welfare, Mizoram",Mizoram,Agriculture,0,Farm Mechanization & Rotavator Subsidy,3,3,https://serviceonline.gov.in/mizoram,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. Implemented by Mizoram government for citizen welfare.",2026-08-01
1703,mizoram-post-matric-merit-scholarship,Mizoram Post-Matric Merit Scholarship,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Post-Matric Merit Scholarship,3,4,https://serviceonline.gov.in/mizoram,Tuition fee waiver and maintenance stipend for higher collegiate education. Implemented by Mizoram government for citizen welfare.,2026-08-01
1704,mizoram-free-digital-tablet-laptop-distribution,Mizoram Free Digital Tablet & Laptop Distribution,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Free Digital Tablet & Laptop Distribution,3,4,https://serviceonline.gov.in/mizoram,High-speed digital learning devices distributed to meritorious board students. Implemented by Mizoram government for citizen welfare.,2026-08-01
1705,mizoram-competitive-exam-coaching-assistance,Mizoram Competitive Exam Coaching Assistance,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Competitive Exam Coaching Assistance,3,4,https://serviceonline.gov.in/mizoram,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. Implemented by Mizoram government for citizen welfare.",2026-08-01
1706,mizoram-girl-child-higher-education-incentive,Mizoram Girl Child Higher Education Incentive,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Girl Child Higher Education Incentive,3,4,https://serviceonline.gov.in/mizoram,Direct milestone grant upon enrolling in undergraduate degree programs. Implemented by Mizoram government for citizen welfare.,2026-08-01
1707,mizoram-technical-polytechnic-skill-stipend,Mizoram Technical & Polytechnic Skill Stipend,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Technical & Polytechnic Skill Stipend,3,4,https://serviceonline.gov.in/mizoram,Monthly allowance for students pursuing diploma and industrial training. Implemented by Mizoram government for citizen welfare.,2026-08-01
1708,mizoram-overseas-education-scholarship-for-ews,Mizoram Overseas Education Scholarship for EWS,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Overseas Education Scholarship for EWS,3,4,https://serviceonline.gov.in/mizoram,Educational loan interest subsidy for foreign universities. Implemented by Mizoram government for citizen welfare.,2026-08-01
1709,mizoram-special-education-aid-for-divyang-students,Mizoram Special Education Aid for Divyang Students,"Department of Higher & School Education, Mizoram",Mizoram,Education,0,Special Education Aid for Divyang Students,3,4,https://serviceonline.gov.in/mizoram,"Assistive braille, hearing aids, and transport allowance for disabled students. Implemented by Mizoram government for citizen welfare.",2026-08-01
1710,mizoram-matru-kalyan-nutrition-dbt,Mizoram Matru Kalyan & Nutrition DBT,"Department of Women & Child Development, Mizoram",Mizoram,Women & Child,0,Matru Kalyan & Nutrition DBT,2,4,https://serviceonline.gov.in/mizoram,Conditional cash transfer across pregnancy trimesters and post-natal care. Implemented by Mizoram government for citizen welfare.,2026-08-01
1711,mizoram-mahila-swavalamban-livelihood-grant,Mizoram Mahila Swavalamban Livelihood Grant,"Department of Women & Child Development, Mizoram",Mizoram,Women & Child,0,Mahila Swavalamban Livelihood Grant,2,4,https://serviceonline.gov.in/mizoram,Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. Implemented by Mizoram government for citizen welfare.,2026-08-01
1712,mizoram-kanya-vivah-marriage-assistance,Mizoram Kanya Vivah & Marriage Assistance,"Department of Women & Child Development, Mizoram",Mizoram,Women & Child,0,Kanya Vivah & Marriage Assistance,2,4,https://serviceonline.gov.in/mizoram,Direct financial grant for marriage of daughters from economically weaker families. Implemented by Mizoram government for citizen welfare.,2026-08-01
1713,mizoram-working-women-hostel-transport-subsidy,Mizoram Working Women Hostel & Transport Subsidy,"Department of Women & Child Development, Mizoram",Mizoram,Women & Child,0,Working Women Hostel & Transport Subsidy,2,4,https://serviceonline.gov.in/mizoram,Subsidized secure safe housing and monthly urban commute pass. Implemented by Mizoram government for citizen welfare.,2026-08-01
1714,mizoram-single-mother-destitute-women-pension,Mizoram Single Mother & Destitute Women Pension,"Department of Women & Child Development, Mizoram",Mizoram,Women & Child,0,Single Mother & Destitute Women Pension,2,4,https://serviceonline.gov.in/mizoram,Monthly social security pension for widowed and abandoned women. Implemented by Mizoram government for citizen welfare.,2026-08-01
1715,mizoram-sukanya-samriddhi-high-interest-top-up,Mizoram Sukanya Samriddhi High-Interest Top-Up,"Department of Women & Child Development, Mizoram",Mizoram,Women & Child,0,Sukanya Samriddhi High-Interest Top-Up,2,4,https://serviceonline.gov.in/mizoram,State government interest subsidy top-up on girl child savings accounts. Implemented by Mizoram government for citizen welfare.,2026-08-01
1716,mizoram-universal-cashless-health-insurance,Mizoram Universal Cashless Health Insurance,"Department of Health & Family Welfare, Mizoram",Mizoram,Healthcare,0,Universal Cashless Health Insurance,2,3,https://serviceonline.gov.in/mizoram,Annual cashless hospitalization and surgical treatment cover in network hospitals. Implemented by Mizoram government for citizen welfare.,2026-08-01
