id,scheme_slug,title,benefit_type,amount_inr,frequency,details
2517,tripura-artisan-craftsman-modern-tool-kit-grant,Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
2518,tripura-rural-youth-driving-heavy-machinery-training,Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
2519,tripura-it-emerging-tech-bootcamp-voucher,IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
2520,tripura-self-employment-micro-credit-guarantee,Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
2521,tripura-pucca-house-construction-subsidy,Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
2522,tripura-rooftop-solar-green-energy-assistance,Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
2523,tripura-slum-rehabilitation-ews-flat-allocation,Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
2524,tripura-rural-toilet-water-tap-incentive,Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
2525,tripura-micro-enterprise-collateral-free-loan,Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
2526,tripura-women-entrepreneur-startup-grant,Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
2527,tripura-export-promotion-quality-certification-subsidy,Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
2528,tripura-credit-linked-capital-subsidy-for-tech-upgradation,Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
2529,tripura-e-vehicle-green-mobility-subsidy,E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
2530,tripura-rainwater-harvesting-ground-water-recharge-grant,Rainwater Harvesting & Ground Water Recharge Grant,Asset & Equipment Subsidy,15000.0,One-Time,"Subsidized rooftop rainwater harvesting system for individual residences. (₹15,000)"
2531,tripura-bio-gas-cattle-dung-renewable-plant-subsidy,Bio-Gas & Cattle Dung Renewable Plant Subsidy,Asset & Equipment Subsidy,18000.0,One-Time,"Financial support for installing domestic Gobar-Dhan biogas units. (₹18,000)"
2532,tripura-phase-2-kisan-samriddhi-crop-assistance,Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
2533,tripura-phase-2-solar-krishi-pump-subsidy,Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
2534,tripura-phase-2-horticulture-drip-irrigation-grant,Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
2535,tripura-phase-2-dairy-cattle-development-incentive,Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
2536,tripura-phase-2-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
2537,tripura-phase-2-fisheries-pond-biofloc-support,Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
2538,tripura-phase-2-soil-health-organic-farming-mission,Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
2539,tripura-phase-2-farm-mechanization-rotavator-subsidy,Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
2540,tripura-phase-2-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
2541,tripura-phase-2-free-digital-tablet-laptop-distribution,Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
2542,tripura-phase-2-competitive-exam-coaching-assistance,Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
2543,tripura-phase-2-girl-child-higher-education-incentive,Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
2544,tripura-phase-2-technical-polytechnic-skill-stipend,Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
2545,uttar-pradesh-kisan-samriddhi-crop-assistance,Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
2546,uttar-pradesh-solar-krishi-pump-subsidy,Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
2547,uttar-pradesh-horticulture-drip-irrigation-grant,Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
2548,uttar-pradesh-dairy-cattle-development-incentive,Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
2549,uttar-pradesh-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
2550,uttar-pradesh-fisheries-pond-biofloc-support,Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
2551,uttar-pradesh-soil-health-organic-farming-mission,Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
2552,uttar-pradesh-farm-mechanization-rotavator-subsidy,Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
2553,uttar-pradesh-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
2554,uttar-pradesh-free-digital-tablet-laptop-distribution,Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
2555,uttar-pradesh-competitive-exam-coaching-assistance,Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
2556,uttar-pradesh-girl-child-higher-education-incentive,Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
2557,uttar-pradesh-technical-polytechnic-skill-stipend,Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
2558,uttar-pradesh-overseas-education-scholarship-for-ews,Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
2559,uttar-pradesh-special-education-aid-for-divyang-students,Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
2560,uttar-pradesh-matru-kalyan-nutrition-dbt,Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
2561,uttar-pradesh-mahila-swavalamban-livelihood-grant,Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
2562,uttar-pradesh-kanya-vivah-marriage-assistance,Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
2563,uttar-pradesh-working-women-hostel-transport-subsidy,Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
2564,uttar-pradesh-single-mother-destitute-women-pension,Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
2565,uttar-pradesh-sukanya-samriddhi-high-interest-top-up,Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
2566,uttar-pradesh-universal-cashless-health-insurance,Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
2567,uttar-pradesh-critical-illness-relief-fund-cancer-kidney,Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
2568,uttar-pradesh-free-diagnostic-tests-medicine-scheme,Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
2569,uttar-pradesh-senior-citizen-specialized-geriatric-care,Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
2570,uttar-pradesh-emergency-accidental-trauma-insurance,Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
2571,uttar-pradesh-old-age-social-security-pension,Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
2572,uttar-pradesh-divyangjan-disability-monthly-pension,Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
2573,uttar-pradesh-antyodaya-subsidized-food-security,Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
2574,uttar-pradesh-sanitation-workers-rehabilitation-grant,Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
2575,uttar-pradesh-tribal-livelihood-forest-produce-grant,Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
2576,uttar-pradesh-youth-apprenticeship-monthly-stipend,Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
2577,uttar-pradesh-artisan-craftsman-modern-tool-kit-grant,Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
2578,uttar-pradesh-rural-youth-driving-heavy-machinery-training,Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
2579,uttar-pradesh-it-emerging-tech-bootcamp-voucher,IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
2580,uttar-pradesh-self-employment-micro-credit-guarantee,Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
2581,uttar-pradesh-pucca-house-construction-subsidy,Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
2582,uttar-pradesh-rooftop-solar-green-energy-assistance,Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
2583,uttar-pradesh-slum-rehabilitation-ews-flat-allocation,Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
2584,uttar-pradesh-rural-toilet-water-tap-incentive,Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
2585,uttar-pradesh-micro-enterprise-collateral-free-loan,Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
2586,uttar-pradesh-women-entrepreneur-startup-grant,Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
2587,uttar-pradesh-export-promotion-quality-certification-subsidy,Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
2588,uttar-pradesh-credit-linked-capital-subsidy-for-tech-upgradation,Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
2589,uttar-pradesh-e-vehicle-green-mobility-subsidy,E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
3059,delhi-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
2590,uttar-pradesh-rainwater-harvesting-ground-water-recharge-grant,Rainwater Harvesting & Ground Water Recharge Grant,Asset & Equipment Subsidy,15000.0,One-Time,"Subsidized rooftop rainwater harvesting system for individual residences. (₹15,000)"
2591,uttar-pradesh-bio-gas-cattle-dung-renewable-plant-subsidy,Bio-Gas & Cattle Dung Renewable Plant Subsidy,Asset & Equipment Subsidy,18000.0,One-Time,"Financial support for installing domestic Gobar-Dhan biogas units. (₹18,000)"
2592,uttar-pradesh-phase-2-kisan-samriddhi-crop-assistance,Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
2593,uttar-pradesh-phase-2-solar-krishi-pump-subsidy,Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
2594,uttar-pradesh-phase-2-horticulture-drip-irrigation-grant,Horticulture & Drip Irrigation Grant,Asset & Equipment Subsidy,25000.0,One-Time,"Direct subsidy for drip, sprinkler, and precision micro-irrigation installation. (₹25,000)"
2595,uttar-pradesh-phase-2-dairy-cattle-development-incentive,Dairy & Cattle Development Incentive,Direct Cash Transfer (DBT),40000.0,One-Time,"Financial assistance for purchasing high-yield milch cows and buffaloes. (₹40,000)"
2596,uttar-pradesh-phase-2-fodder-cultivation-animal-care-grant,Fodder Cultivation & Animal Care Grant,Asset & Equipment Subsidy,12000.0,One-Time,"Subsidized silage, quality seeds, and livestock health vaccination support. (₹12,000)"
2597,uttar-pradesh-phase-2-fisheries-pond-biofloc-support,Fisheries Pond & Biofloc Support,Direct Cash Transfer (DBT),50000.0,One-Time,"Capital grant for biofloc fish farming, fingerling supply, and aerators. (₹50,000)"
2598,uttar-pradesh-phase-2-soil-health-organic-farming-mission,Soil Health & Organic Farming Mission,Direct Cash Transfer (DBT),8000.0,One-Time,"Free soil nutrient testing kit and bio-compost financial top-up grant. (₹8,000)"
2599,uttar-pradesh-phase-2-farm-mechanization-rotavator-subsidy,Farm Mechanization & Rotavator Subsidy,Asset & Equipment Subsidy,60000.0,One-Time,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. (₹60,000)"
2600,uttar-pradesh-phase-2-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
2601,uttar-pradesh-phase-2-free-digital-tablet-laptop-distribution,Free Digital Tablet & Laptop Distribution,Asset & Equipment Subsidy,15000.0,One-Time,"High-speed digital learning devices distributed to meritorious board students. (₹15,000)"
2602,uttar-pradesh-phase-2-competitive-exam-coaching-assistance,Competitive Exam Coaching Assistance,Scholarship & Academic Stipend,50000.0,One-Time,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. (₹50,000)"
2603,uttar-pradesh-phase-2-girl-child-higher-education-incentive,Girl Child Higher Education Incentive,Direct Cash Transfer (DBT),25000.0,One-Time,"Direct milestone grant upon enrolling in undergraduate degree programs. (₹25,000)"
2733,uttarakhand-post-matric-merit-scholarship,Post-Matric Merit Scholarship,Scholarship & Academic Stipend,18000.0,One-Time,"Tuition fee waiver and maintenance stipend for higher collegiate education. (₹18,000)"
2604,uttar-pradesh-phase-2-technical-polytechnic-skill-stipend,Technical & Polytechnic Skill Stipend,Scholarship & Academic Stipend,12000.0,Monthly,"Monthly allowance for students pursuing diploma and industrial training. (₹12,000)"
2605,uttar-pradesh-phase-2-overseas-education-scholarship-for-ews,Overseas Education Scholarship for EWS,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Educational loan interest subsidy for foreign universities. (₹500,000)"
2606,uttar-pradesh-phase-2-special-education-aid-for-divyang-students,Special Education Aid for Divyang Students,Direct Cash Transfer (DBT),20000.0,One-Time,"Assistive braille, hearing aids, and transport allowance for disabled students. (₹20,000)"
2607,uttar-pradesh-phase-2-matru-kalyan-nutrition-dbt,Matru Kalyan & Nutrition DBT,Subsidized Food & Nutrition,6000.0,One-Time,"Conditional cash transfer across pregnancy trimesters and post-natal care. (₹6,000)"
2608,uttar-pradesh-phase-2-mahila-swavalamban-livelihood-grant,Mahila Swavalamban Livelihood Grant,Direct Cash Transfer (DBT),50000.0,One-Time,"Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. (₹50,000)"
2609,uttar-pradesh-phase-2-kanya-vivah-marriage-assistance,Kanya Vivah & Marriage Assistance,Direct Cash Transfer (DBT),51000.0,One-Time,"Direct financial grant for marriage of daughters from economically weaker families. (₹51,000)"
2610,uttar-pradesh-phase-2-working-women-hostel-transport-subsidy,Working Women Hostel & Transport Subsidy,Asset & Equipment Subsidy,15000.0,Monthly,"Subsidized secure safe housing and monthly urban commute pass. (₹15,000)"
2611,uttar-pradesh-phase-2-single-mother-destitute-women-pension,Single Mother & Destitute Women Pension,Monthly Social Security Pension,15000.0,Monthly,"Monthly social security pension for widowed and abandoned women. (₹15,000)"
2612,uttar-pradesh-phase-2-sukanya-samriddhi-high-interest-top-up,Sukanya Samriddhi High-Interest Top-Up,Asset & Equipment Subsidy,10000.0,One-Time,"State government interest subsidy top-up on girl child savings accounts. (₹10,000)"
2613,uttar-pradesh-phase-2-universal-cashless-health-insurance,Universal Cashless Health Insurance,Health & Accidental Insurance Cover,500000.0,Annual,"Annual cashless hospitalization and surgical treatment cover in network hospitals. (₹500,000)"
2614,uttar-pradesh-phase-2-critical-illness-relief-fund-cancer-kidney,Critical Illness Relief Fund (Cancer & Kidney),Health & Accidental Insurance Cover,200000.0,Claim-Based,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. (₹200,000)"
2615,uttar-pradesh-phase-2-free-diagnostic-tests-medicine-scheme,Free Diagnostic Tests & Medicine Scheme,Direct Cash Transfer (DBT),10000.0,One-Time,"100% free prescription drugs and pathology tests at government clinics. (₹10,000)"
2616,uttar-pradesh-phase-2-senior-citizen-specialized-geriatric-care,Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
2617,uttar-pradesh-phase-2-emergency-accidental-trauma-insurance,Emergency Accidental Trauma Insurance,Health & Accidental Insurance Cover,100000.0,Claim-Based,"Immediate cashless golden-hour emergency trauma care coverage. (₹100,000)"
2749,uttarakhand-senior-citizen-specialized-geriatric-care,Senior Citizen Specialized Geriatric Care,Direct Cash Transfer (DBT),15000.0,One-Time,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. (₹15,000)"
2618,uttar-pradesh-phase-2-old-age-social-security-pension,Old Age Social Security Pension,Monthly Social Security Pension,12000.0,Monthly,"Monthly direct benefit transfer pension for elderly citizens aged 60 and above. (₹12,000)"
2619,uttar-pradesh-phase-2-divyangjan-disability-monthly-pension,Divyangjan Disability Monthly Pension,Monthly Social Security Pension,18000.0,Monthly,"Monthly financial support and motorized tricycle allowance for disabled persons. (₹18,000)"
2620,uttar-pradesh-phase-2-antyodaya-subsidized-food-security,Antyodaya Subsidized Food Security,Subsidized Food & Nutrition,8000.0,Monthly,"Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. (₹8,000)"
2621,uttar-pradesh-phase-2-sanitation-workers-rehabilitation-grant,Sanitation Workers Rehabilitation Grant,Asset & Equipment Subsidy,40000.0,One-Time,"Capital subsidy and skill retraining for sanitary workers and sewer workers. (₹40,000)"
2622,uttar-pradesh-phase-2-tribal-livelihood-forest-produce-grant,Tribal Livelihood & Forest Produce Grant,Asset & Equipment Subsidy,20000.0,One-Time,"Direct procurement support and value addition subsidy for minor forest produce. (₹20,000)"
2623,uttar-pradesh-phase-2-youth-apprenticeship-monthly-stipend,Youth Apprenticeship Monthly Stipend,Scholarship & Academic Stipend,18000.0,Monthly,"Direct government stipend top-up for technical industrial apprenticeships. (₹18,000)"
2624,uttar-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,Artisan & Craftsman Modern Tool Kit Grant,Subsidized / Collateral-Free Loan,20000.0,One-Time,"Free motorized toolkits and collateral-free micro credit for traditional artisans. (₹20,000)"
2625,uttar-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,Rural Youth Driving & Heavy Machinery Training,Asset & Equipment Subsidy,25000.0,One-Time,"100% sponsored commercial vehicle and excavator driver training. (₹25,000)"
2626,uttar-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,IT & Emerging Tech Bootcamp Voucher,Scholarship & Academic Stipend,35000.0,One-Time,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. (₹35,000)"
2627,uttar-pradesh-phase-2-self-employment-micro-credit-guarantee,Self-Employment Micro-Credit Guarantee,Subsidized / Collateral-Free Loan,500000.0,One-Time,"Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. (₹100,000)"
2628,uttar-pradesh-phase-2-pucca-house-construction-subsidy,Pucca House Construction Subsidy,Asset & Equipment Subsidy,150000.0,Quarterly,"Direct installment financial grant for building disaster-resilient pucca home. (₹150,000)"
2629,uttar-pradesh-phase-2-rooftop-solar-green-energy-assistance,Rooftop Solar & Green Energy Assistance,Asset & Equipment Subsidy,50000.0,One-Time,"Capital subsidy for grid-connected rooftop solar installation for homeowners. (₹50,000)"
2630,uttar-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,Slum Rehabilitation & EWS Flat Allocation,Asset & Equipment Subsidy,250000.0,One-Time,"Subsidized ownership allotment of 1BHK flats with basic civic amenities. (₹250,000)"
2631,uttar-pradesh-phase-2-rural-toilet-water-tap-incentive,Rural Toilet & Water Tap Incentive,Direct Cash Transfer (DBT),12000.0,One-Time,"Financial assistance for individual household latrines and clean piped tap. (₹12,000)"
2632,uttar-pradesh-phase-2-micro-enterprise-collateral-free-loan,Micro Enterprise Collateral-Free Loan,Subsidized / Collateral-Free Loan,1000000.0,One-Time,"Guaranteed working capital and equipment loan up to ₹10 Lakh at subsidized interest. (₹200,000)"
2633,uttar-pradesh-phase-2-women-entrepreneur-startup-grant,Women Entrepreneur Startup Grant,Direct Cash Transfer (DBT),100000.0,One-Time,"Seed funding capital grant for innovative women-founded MSME ventures. (₹100,000)"
2634,uttar-pradesh-phase-2-export-promotion-quality-certification-subsidy,Export Promotion & Quality Certification Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Reimbursement for ISO, ZED, and international trade mark registration costs. (₹75,000)"
2635,uttar-pradesh-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,Credit Linked Capital Subsidy for Tech Upgradation,Asset & Equipment Subsidy,150000.0,One-Time,"15% upfront capital subsidy for machinery modernization in manufacturing. (₹150,000)"
2636,uttar-pradesh-phase-2-e-vehicle-green-mobility-subsidy,E-Vehicle & Green Mobility Subsidy,Asset & Equipment Subsidy,20000.0,One-Time,"Direct cash incentive on purchase of electric 2-wheelers and 3-wheelers. (₹20,000)"
2637,uttar-pradesh-phase-2-rainwater-harvesting-ground-water-recharge-grant,Rainwater Harvesting & Ground Water Recharge Grant,Asset & Equipment Subsidy,15000.0,One-Time,"Subsidized rooftop rainwater harvesting system for individual residences. (₹15,000)"
2638,uttar-pradesh-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,Bio-Gas & Cattle Dung Renewable Plant Subsidy,Asset & Equipment Subsidy,18000.0,One-Time,"Financial support for installing domestic Gobar-Dhan biogas units. (₹18,000)"
2639,uttar-pradesh-phase-3-kisan-samriddhi-crop-assistance,Kisan Samriddhi & Crop Assistance,Asset & Equipment Subsidy,6000.0,One-Time,"Financial input subsidy for seed, fertilizer, and organic cultivation equipment. (₹6,000)"
2640,uttar-pradesh-phase-3-solar-krishi-pump-subsidy,Solar Krishi Pump Subsidy,Asset & Equipment Subsidy,75000.0,One-Time,"Up to 90% capital subsidy for installing off-grid solar irrigation pumps. (₹75,000)"
